City,date,latitude,longitude,CPCB_AQI,CPCB_PM25,CPCB_PM10,CPCB_NO2_surface,CPCB_SO2,CPCB_CO_surface,CPCB_O3,TROPOMI_CO_mol_m2,TROPOMI_HCHO_mol_m2,TROPOMI_NO2_mol_m2,temp_c,dewpoint_c,wind_speed_ms,pressure_hpa,precip_mm,rel_humidity_pct,insat_aod,qa_flag,solar_zenith_angle,satellite_zenith_angle,CPCB_AQI_lag1,CPCB_AQI_lag2,CPCB_AQI_lag3,CPCB_PM25_lag1,CPCB_PM25_lag2,CPCB_PM25_lag3,CPCB_PM10_lag1,CPCB_PM10_lag2,CPCB_PM10_lag3,CPCB_NO2_surface_lag1,CPCB_NO2_surface_lag2,CPCB_NO2_surface_lag3,CPCB_SO2_lag1,CPCB_SO2_lag2,CPCB_SO2_lag3,CPCB_CO_surface_lag1,CPCB_CO_surface_lag2,CPCB_CO_surface_lag3,CPCB_O3_lag1,CPCB_O3_lag2,CPCB_O3_lag3,TROPOMI_CO_mol_m2_lag1,TROPOMI_CO_mol_m2_lag2,TROPOMI_CO_mol_m2_lag3,TROPOMI_HCHO_mol_m2_lag1,TROPOMI_HCHO_mol_m2_lag2,TROPOMI_HCHO_mol_m2_lag3,TROPOMI_NO2_mol_m2_lag1,TROPOMI_NO2_mol_m2_lag2,TROPOMI_NO2_mol_m2_lag3,temp_c_lag1,temp_c_lag2,temp_c_lag3,dewpoint_c_lag1,dewpoint_c_lag2,dewpoint_c_lag3,wind_speed_ms_lag1,wind_speed_ms_lag2,wind_speed_ms_lag3,pressure_hpa_lag1,pressure_hpa_lag2,pressure_hpa_lag3,precip_mm_lag1,precip_mm_lag2,precip_mm_lag3,rel_humidity_pct_lag1,rel_humidity_pct_lag2,rel_humidity_pct_lag3,insat_aod_lag1,insat_aod_lag2,insat_aod_lag3,latitude_lag1,latitude_lag2,latitude_lag3,longitude_lag1,longitude_lag2,longitude_lag3
Bangalore,2024-01-16,12.9716,77.5946,148.0,81.4,159.84,122.84,168.72,1.55,140.6,0.038881103842707,0.0001710862819163,7.734768817810801e-05,21.38358268737801,14.031469599405966,2.1033769187423235,911.4327604166668,0.0017166137240565,62.92020340130665,0.5003800235221586,0.0,28.019679801491904,17.606229043348552,135.0,128.0,107.0,74.25,70.4,58.85,145.8,138.24,115.56,112.05,106.24,88.81,153.9,145.92,121.98,1.42,1.34,1.12,128.25,121.6,101.65,0.038881103842707,0.0352781607438761,0.03807613492719,0.0002562406489513,0.0001963392738366,0.0001626096612768,6.00146140332044e-05,6.818414315522285e-05,0.000109417920937,21.140974934895837,21.57075653076174,21.13228886922201,13.875854110717796,14.149069722493492,15.289746856689476,2.139579783202427,2.259629247948252,2.343844957162649,912.4467757161458,913.1779736328124,914.0006640625,0.0008642673492431,0.0010728835491136,0.0017881393432617,63.221930712840695,62.679068348843614,69.29963717797237,0.4266102127818016,0.3790953921043689,0.3630565294627977,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-17,12.9716,77.5946,133.0,73.15,143.64,110.39,151.62,1.4,126.35,0.0404150205359628,0.0003610287988959,9.215313399351688e-05,21.4371384938558,13.939744567871116,2.248092327508438,911.1908642578124,0.0012993811537853,62.34224715696459,0.3898991573965785,0.0,30.130567891630747,12.97876599276703,148.0,135.0,128.0,81.4,74.25,70.4,159.84,145.8,138.24,122.84,112.05,106.24,168.72,153.9,145.92,1.55,1.42,1.34,140.6,128.25,121.6,0.038881103842707,0.038881103842707,0.0352781607438761,0.0001710862819163,0.0002562406489513,0.0001963392738366,7.734768817810801e-05,6.00146140332044e-05,6.818414315522285e-05,21.38358268737801,21.140974934895837,21.57075653076174,14.031469599405966,13.875854110717796,14.149069722493492,2.1033769187423235,2.139579783202427,2.259629247948252,911.4327604166668,912.4467757161458,913.1779736328124,0.0017166137240565,0.0008642673492431,0.0010728835491136,62.92020340130665,63.221930712840695,62.679068348843614,0.5003800235221586,0.4266102127818016,0.3790953921043689,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-18,12.9716,77.5946,108.0,59.4,116.64,89.64,123.12,1.13,102.6,0.0375413158719873,0.0001561743951145,9.545839864463016e-05,21.811709976196312,14.033940251668298,2.066478363029738,911.8408805338544,0.000441074366364,61.30374851092208,0.3029838274267811,0.0,30.36418277238002,15.786282239657927,133.0,148.0,135.0,73.15,81.4,74.25,143.64,159.84,145.8,110.39,122.84,112.05,151.62,168.72,153.9,1.4,1.55,1.42,126.35,140.6,128.25,0.0404150205359628,0.038881103842707,0.038881103842707,0.0003610287988959,0.0001710862819163,0.0002562406489513,9.215313399351688e-05,7.734768817810801e-05,6.00146140332044e-05,21.4371384938558,21.38358268737801,21.140974934895837,13.939744567871116,14.031469599405966,13.875854110717796,2.248092327508438,2.1033769187423235,2.139579783202427,911.1908642578124,911.4327604166668,912.4467757161458,0.0012993811537853,0.0017166137240565,0.0008642673492431,62.34224715696459,62.92020340130665,63.221930712840695,0.3898991573965785,0.5003800235221586,0.4266102127818016,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-19,12.9716,77.5946,107.0,58.85,115.56,88.81,121.98,1.12,101.65,0.0303445523292933,-1.8511494905589464e-05,0.0001106339544819,22.239617919921898,15.167751566569052,2.706168619881827,912.2203206380208,0.0060200691223144,64.25890165932853,0.3268817081311261,1.0,31.407808141215,13.24486726530662,108.0,133.0,148.0,59.4,73.15,81.4,116.64,143.64,159.84,89.64,110.39,122.84,123.12,151.62,168.72,1.13,1.4,1.55,102.6,126.35,140.6,0.0375413158719873,0.0404150205359628,0.038881103842707,0.0001561743951145,0.0003610287988959,0.0001710862819163,9.545839864463016e-05,9.215313399351688e-05,7.734768817810801e-05,21.811709976196312,21.4371384938558,21.38358268737801,14.033940251668298,13.939744567871116,14.031469599405966,2.066478363029738,2.248092327508438,2.1033769187423235,911.8408805338544,911.1908642578124,911.4327604166668,0.000441074366364,0.0012993811537853,0.0017166137240565,61.30374851092208,62.34224715696459,62.92020340130665,0.3029838274267811,0.3898991573965785,0.5003800235221586,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-20,12.9716,77.5946,102.0,56.1,110.16,84.66,116.28,1.07,96.9,0.036547969186528,0.0003196343086085,8.993782446171232e-05,22.23058535257979,14.1387929280599,2.567301530609761,913.3219124348958,0.001460313796997,60.16529695645914,0.2703256986082084,0.0,28.11447261004871,15.863794859721915,107.0,108.0,133.0,58.85,59.4,73.15,115.56,116.64,143.64,88.81,89.64,110.39,121.98,123.12,151.62,1.12,1.13,1.4,101.65,102.6,126.35,0.0303445523292933,0.0375413158719873,0.0404150205359628,-1.8511494905589464e-05,0.0001561743951145,0.0003610287988959,0.0001106339544819,9.545839864463016e-05,9.215313399351688e-05,22.239617919921898,21.811709976196312,21.4371384938558,15.167751566569052,14.033940251668298,13.939744567871116,2.706168619881827,2.066478363029738,2.248092327508438,912.2203206380208,911.8408805338544,911.1908642578124,0.0060200691223144,0.000441074366364,0.0012993811537853,64.25890165932853,61.30374851092208,62.34224715696459,0.3268817081311261,0.3029838274267811,0.3898991573965785,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-21,12.9716,77.5946,109.0,59.95,117.72,90.47,124.26,1.14,103.55,0.0363752392656985,0.0002270757613575,6.650347092100095e-05,22.620082473754906,13.924523289998376,2.4897811440464643,913.2931005859376,0.0,57.94717310823657,0.2750694156427023,0.0,30.296147223904164,19.715464753026325,102.0,107.0,108.0,56.1,58.85,59.4,110.16,115.56,116.64,84.66,88.81,89.64,116.28,121.98,123.12,1.07,1.12,1.13,96.9,101.65,102.6,0.036547969186528,0.0303445523292933,0.0375413158719873,0.0003196343086085,-1.8511494905589464e-05,0.0001561743951145,8.993782446171232e-05,0.0001106339544819,9.545839864463016e-05,22.23058535257979,22.239617919921898,21.811709976196312,14.1387929280599,15.167751566569052,14.033940251668298,2.567301530609761,2.706168619881827,2.066478363029738,913.3219124348958,912.2203206380208,911.8408805338544,0.001460313796997,0.0060200691223144,0.000441074366364,60.16529695645914,64.25890165932853,61.30374851092208,0.2703256986082084,0.3268817081311261,0.3029838274267811,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-22,12.9716,77.5946,98.0,53.9,105.84,81.34,111.72,1.03,93.1,0.0381593561231903,0.0001993319747271,7.490731714991982e-05,22.94794298807784,14.290014521280966,2.3595880569084446,913.9970393880208,0.0017236881717508,58.167885564032154,0.2658616674419287,1.0,31.406842429335647,10.816238445024442,109.0,102.0,107.0,59.95,56.1,58.85,117.72,110.16,115.56,90.47,84.66,88.81,124.26,116.28,121.98,1.14,1.07,1.12,103.55,96.9,101.65,0.0363752392656985,0.036547969186528,0.0303445523292933,0.0002270757613575,0.0003196343086085,-1.8511494905589464e-05,6.650347092100095e-05,8.993782446171232e-05,0.0001106339544819,22.620082473754906,22.23058535257979,22.239617919921898,13.924523289998376,14.1387929280599,15.167751566569052,2.4897811440464643,2.567301530609761,2.706168619881827,913.2931005859376,913.3219124348958,912.2203206380208,0.0,0.001460313796997,0.0060200691223144,57.94717310823657,60.16529695645914,64.25890165932853,0.2750694156427023,0.2703256986082084,0.3268817081311261,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-23,12.9716,77.5946,101.0,55.55,109.08,83.83,115.14,1.06,95.95,0.0410015916107099,0.0003083667120415,0.00013397909585,22.616110102335657,13.74145088195803,2.243047415997272,913.0905891927084,0.0008583068797918,57.27636525371454,0.2576471510890891,2.0,31.4858147719371,11.508242752766598,98.0,109.0,102.0,53.9,59.95,56.1,105.84,117.72,110.16,81.34,90.47,84.66,111.72,124.26,116.28,1.03,1.14,1.07,93.1,103.55,96.9,0.0381593561231903,0.0363752392656985,0.036547969186528,0.0001993319747271,0.0002270757613575,0.0003196343086085,7.490731714991982e-05,6.650347092100095e-05,8.993782446171232e-05,22.94794298807784,22.620082473754906,22.23058535257979,14.290014521280966,13.924523289998376,14.1387929280599,2.3595880569084446,2.4897811440464643,2.567301530609761,913.9970393880208,913.2931005859376,913.3219124348958,0.0017236881717508,0.0,0.001460313796997,58.167885564032154,57.94717310823657,60.16529695645914,0.2658616674419287,0.2750694156427023,0.2703256986082084,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-24,12.9716,77.5946,94.0,51.7,101.52,78.02,107.16,0.99,89.3,0.0382577003862829,0.0003456000792385,8.916527783995481e-05,23.066920852661156,14.681703821818076,1.8226900797013152,912.91755859375,0.0063776969909667,59.23024207172622,0.2494326347362495,2.0,31.564787114538554,12.200247060508756,101.0,98.0,109.0,55.55,53.9,59.95,109.08,105.84,117.72,83.83,81.34,90.47,115.14,111.72,124.26,1.06,1.03,1.14,95.95,93.1,103.55,0.0410015916107099,0.0381593561231903,0.0363752392656985,0.0003083667120415,0.0001993319747271,0.0002270757613575,0.00013397909585,7.490731714991982e-05,6.650347092100095e-05,22.616110102335657,22.94794298807784,22.620082473754906,13.74145088195803,14.290014521280966,13.924523289998376,2.243047415997272,2.3595880569084446,2.4897811440464643,913.0905891927084,913.9970393880208,913.2931005859376,0.0008583068797918,0.0017236881717508,0.0,57.27636525371454,58.167885564032154,57.94717310823657,0.2576471510890891,0.2658616674419287,0.2750694156427023,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-25,12.9716,77.5946,114.0,62.7,123.12,94.62,129.96,1.2,108.3,0.0323062379218119,0.0002165548706376,8.916527783995481e-05,22.61114400227865,14.078344599405966,2.535671439586693,914.1717643229168,0.0021338462374842,58.55972236102482,0.2412181183834099,2.0,31.643759457140003,12.892251368250914,94.0,101.0,98.0,51.7,55.55,53.9,101.52,109.08,105.84,78.02,83.83,81.34,107.16,115.14,111.72,0.99,1.06,1.03,89.3,95.95,93.1,0.0382577003862829,0.0410015916107099,0.0381593561231903,0.0003456000792385,0.0003083667120415,0.0001993319747271,8.916527783995481e-05,0.00013397909585,7.490731714991982e-05,23.066920852661156,22.616110102335657,22.94794298807784,14.681703821818076,13.74145088195803,14.290014521280966,1.8226900797013152,2.243047415997272,2.3595880569084446,912.91755859375,913.0905891927084,913.9970393880208,0.0063776969909667,0.0008583068797918,0.0017236881717508,59.23024207172622,57.27636525371454,58.167885564032154,0.2494326347362495,0.2576471510890891,0.2658616674419287,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-26,12.9716,77.5946,85.0,46.75,91.8,70.55,96.9,0.89,80.75,0.0333586161605323,7.567400450172212e-05,5.7335500758785375e-05,21.591945266723656,11.7021308898926,3.082072770537076,915.6176123046876,0.0017881393432617,53.34324347271265,0.2330036020305703,0.0,31.722731799741457,13.58425567599307,114.0,94.0,101.0,62.7,51.7,55.55,123.12,101.52,109.08,94.62,78.02,83.83,129.96,107.16,115.14,1.2,0.99,1.06,108.3,89.3,95.95,0.0323062379218119,0.0382577003862829,0.0410015916107099,0.0002165548706376,0.0003456000792385,0.0003083667120415,8.916527783995481e-05,8.916527783995481e-05,0.00013397909585,22.61114400227865,23.066920852661156,22.616110102335657,14.078344599405966,14.681703821818076,13.74145088195803,2.535671439586693,1.8226900797013152,2.243047415997272,914.1717643229168,912.91755859375,913.0905891927084,0.0021338462374842,0.0063776969909667,0.0008583068797918,58.55972236102482,59.23024207172622,57.27636525371454,0.2412181183834099,0.2494326347362495,0.2576471510890891,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
Bangalore,2024-01-27,12.9716,77.5946,73.0,40.15,78.84,60.59,83.22,0.77,69.35,0.0374627500959355,0.0001016080831738,8.3220210789315e-05,21.48966496785482,12.493994013468466,3.334632725688701,915.458759765625,0.0033974647521972,56.549387596391846,0.2225608739283359,2.0,32.202072819050926,13.809525058810111,85.0,114.0,94.0,46.75,62.7,51.7,91.8,123.12,101.52,70.55,94.62,78.02,96.9,129.96,107.16,0.89,1.2,0.99,80.75,108.3,89.3,0.0333586161605323,0.0323062379218119,0.0382577003862829,7.567400450172212e-05,0.0002165548706376,0.0003456000792385,5.7335500758785375e-05,8.916527783995481e-05,8.916527783995481e-05,21.591945266723656,22.61114400227865,23.066920852661156,11.7021308898926,14.078344599405966,14.681703821818076,3.082072770537076,2.535671439586693,1.8226900797013152,915.6176123046876,914.1717643229168,912.91755859375,0.0017881393432617,0.0021338462374842,0.0063776969909667,53.34324347271265,58.55972236102482,59.23024207172622,0.2330036020305703,0.2412181183834099,0.2494326347362495,12.9716,12.9716,12.9716,77.5946,77.5946,77.5946
