City,date,latitude,longitude,insat_aod,cloud_mask,qa_flag,solar_zenith_angle,satellite_zenith_angle,observation_time
Bangalore,2024-02-04,12.9716,77.5946,0.16750622192441053,0,0,35.94,13.04,08:30:00
Bangalore,2024-02-05,12.9716,77.5946,0.17526154141803651,0,1,36.57,11.92,08:30:00
Bangalore,2024-02-06,12.9716,77.5946,0.19413759968749847,0,0,37.36,15.65,08:30:00
Bangalore,2024-02-07,12.9716,77.5946,0.1849971439361634,0,0,36.86,15.74,08:30:00
Bangalore,2024-02-08,12.9716,77.5946,0.16267293753160708,0,0,36.96,15.73,08:30:00
Bangalore,2024-02-09,12.9716,77.5946,,1,2,37.07,11.96,08:30:00
Bangalore,2024-02-10,12.9716,77.5946,,1,2,38.49,12.56,08:30:00
Bangalore,2024-02-11,12.9716,77.5946,0.23443132445617335,0,0,38.4,16.03,08:30:00
Bangalore,2024-02-12,12.9716,77.5946,,1,2,39.61,11.58,08:30:00
Bangalore,2024-02-13,12.9716,77.5946,,1,2,37.9,15.85,08:30:00
Bangalore,2024-02-14,12.9716,77.5946,0.16649397936654112,0,0,39.06,14.34,08:30:00
Bangalore,2024-02-15,12.9716,77.5946,,1,2,37.53,17.44,08:30:00
Bangalore,2024-02-16,12.9716,77.5946,,1,2,38.6,14.44,08:30:00
Bangalore,2024-02-17,12.9716,77.5946,,1,2,38.87,16.85,08:30:00
Bangalore,2024-02-18,12.9716,77.5946,0.15029770874405665,0,1,40.01,12.68,08:30:00
Bangalore,2024-02-19,12.9716,77.5946,0.12516358677066464,0,1,40.1,19.41,08:30:00
Bangalore,2024-02-20,12.9716,77.5946,0.16466071485341002,0,0,38.9,17.64,08:30:00
Bangalore,2024-02-21,12.9716,77.5946,0.23891154679367022,0,0,38.98,18.46,08:30:00
Bangalore,2024-02-22,12.9716,77.5946,0.2419093051547003,0,1,39.56,15.06,08:30:00
Bangalore,2024-02-23,12.9716,77.5946,0.2490303301648592,0,0,41.72,17.47,08:30:00
Bangalore,2024-02-24,12.9716,77.5946,0.2723448492715491,0,0,40.78,15.41,08:30:00
Bangalore,2024-02-25,12.9716,77.5946,,1,2,43.13,10.33,08:30:00
Bangalore,2024-02-26,12.9716,77.5946,,1,2,39.41,12.77,08:30:00
Bangalore,2024-02-27,12.9716,77.5946,0.15606433024439204,0,0,41.78,11.82,08:30:00
Bangalore,2024-02-28,12.9716,77.5946,0.20206784472534423,0,0,43.27,15.04,08:30:00
Bangalore,2024-02-29,12.9716,77.5946,0.13577995590427405,0,0,41.18,10.83,08:30:00
Bangalore,2024-03-01,12.9716,77.5946,,1,2,43.47,13.81,08:30:00
Bangalore,2024-03-02,12.9716,77.5946,0.11852287844492199,0,0,40.74,17.29,08:30:00
Bangalore,2024-03-03,12.9716,77.5946,0.285619156386555,0,0,43.21,18.17,08:30:00
Bangalore,2024-03-04,12.9716,77.5946,,1,2,42.11,19.68,08:30:00
Bangalore,2024-03-05,12.9716,77.5946,0.2150084996314936,0,0,41.59,10.01,08:30:00
Bangalore,2024-03-06,12.9716,77.5946,0.16773538241235353,0,0,42.55,13.84,08:30:00
Bangalore,2024-03-07,12.9716,77.5946,0.24975781383535936,0,0,45.19,14.49,08:30:00
Bangalore,2024-03-08,12.9716,77.5946,0.2829500500311825,0,1,41.1,18.2,08:30:00
Bangalore,2024-03-09,12.9716,77.5946,0.21822773121979974,0,1,45.25,16.1,08:30:00
Bangalore,2024-03-10,12.9716,77.5946,0.3007639344858474,0,0,42.8,15.52,08:30:00
Bangalore,2024-03-11,12.9716,77.5946,,1,2,42.95,13.53,08:30:00
Bangalore,2024-03-12,12.9716,77.5946,,1,2,44.5,18.63,08:30:00
Bangalore,2024-03-13,12.9716,77.5946,0.2202283689161436,0,0,44.26,16.38,08:30:00
Bangalore,2024-03-14,12.9716,77.5946,0.27259836217243205,0,1,42.01,11.95,08:30:00
Bangalore,2024-03-15,12.9716,77.5946,0.2601835760610876,0,1,45.07,18.88,08:30:00
Bangalore,2024-03-16,12.9716,77.5946,0.23438413623218213,0,0,44.03,17.33,08:30:00
Bangalore,2024-03-17,12.9716,77.5946,0.18095973791651146,0,0,45.07,14.32,08:30:00
Bangalore,2024-03-18,12.9716,77.5946,0.2133606116390608,0,1,46.13,17.66,08:30:00
Bangalore,2024-03-19,12.9716,77.5946,0.15557028355800356,0,0,43.87,16.93,08:30:00
Bangalore,2024-03-20,12.9716,77.5946,0.2759506412002836,0,0,43.7,14.98,08:30:00
Bangalore,2024-03-21,12.9716,77.5946,0.12677349956367012,0,0,46.25,16.53,08:30:00
Bangalore,2024-03-22,12.9716,77.5946,,1,2,44.8,13.73,08:30:00
Bangalore,2024-03-24,12.9716,77.5946,,1,2,44.86,17.89,08:30:00
Bangalore,2024-03-25,12.9716,77.5946,0.13435139804890028,0,1,44.03,18.4,08:30:00
Bangalore,2024-03-26,12.9716,77.5946,0.08343706573131349,0,0,46.32,14.24,08:30:00
Bangalore,2024-03-27,12.9716,77.5946,0.1499740935824452,0,0,46.07,16.93,08:30:00
Bangalore,2024-03-28,12.9716,77.5946,0.17804443803026632,0,0,44.93,14.14,08:30:00
Bangalore,2024-03-29,12.9716,77.5946,0.17424406823542382,0,0,44.95,17.46,08:30:00
Bangalore,2024-03-30,12.9716,77.5946,0.16997590486185687,0,0,44.97,13.92,08:30:00
Bangalore,2024-03-31,12.9716,77.5946,0.21803600585656693,0,0,44.84,17.44,08:30:00
Bangalore,2024-04-01,12.9716,77.5946,,1,2,45.75,9.69,08:30:00
Bangalore,2024-04-02,12.9716,77.5946,0.15960332810780897,0,0,45.33,19.69,08:30:00
Bangalore,2024-04-03,12.9716,77.5946,0.1785103002469199,0,0,44.42,11.7,08:30:00
Bangalore,2024-04-04,12.9716,77.5946,0.18682842340238992,0,1,46.18,13.83,08:30:00
Bangalore,2024-04-05,12.9716,77.5946,0.06976247917365141,0,0,46.35,14.71,08:30:00
Bangalore,2024-04-06,12.9716,77.5946,0.17941770023150644,0,0,45.0,15.12,08:30:00
Bangalore,2024-04-07,12.9716,77.5946,0.12190022136407681,0,0,45.6,15.3,08:30:00
Bangalore,2024-04-08,12.9716,77.5946,,1,2,46.02,18.85,08:30:00
Bangalore,2024-04-09,12.9716,77.5946,0.1151302624052749,0,0,44.63,15.29,08:30:00
Bangalore,2024-04-10,12.9716,77.5946,0.20050482790361107,0,0,45.93,15.42,08:30:00
Bangalore,2024-04-11,12.9716,77.5946,,1,2,44.6,16.61,08:30:00
Bangalore,2024-04-12,12.9716,77.5946,0.18870172125736936,0,0,45.88,10.6,08:30:00
Bangalore,2024-04-13,12.9716,77.5946,0.08994610776736207,0,0,42.73,18.76,08:30:00
Bangalore,2024-04-14,12.9716,77.5946,0.1177514526757274,0,0,43.02,14.86,08:30:00
Bangalore,2024-04-15,12.9716,77.5946,0.12198148261139255,0,0,44.63,11.74,08:30:00
Bangalore,2024-04-16,12.9716,77.5946,,1,2,43.49,16.22,08:30:00
Bangalore,2024-04-17,12.9716,77.5946,0.18161816681472331,0,0,44.23,13.88,08:30:00
Bangalore,2024-04-18,12.9716,77.5946,,1,2,43.91,13.02,08:30:00
Bangalore,2024-04-19,12.9716,77.5946,,1,2,43.32,15.14,08:30:00
Bangalore,2024-04-21,12.9716,77.5946,0.1093549928735424,0,0,44.78,18.01,08:30:00
Bangalore,2024-04-22,12.9716,77.5946,0.17486756854873087,0,0,43.55,13.63,08:30:00
Bangalore,2024-04-23,12.9716,77.5946,0.0890245386762064,0,0,43.45,9.52,08:30:00
Bangalore,2024-04-24,12.9716,77.5946,0.1610801376544539,0,0,42.98,12.57,08:30:00
Bangalore,2024-04-26,12.9716,77.5946,0.1518678862386276,0,0,43.04,12.74,08:30:00
Bangalore,2024-04-27,12.9716,77.5946,0.14356143749083014,0,0,43.69,13.07,08:30:00
Bangalore,2024-04-28,12.9716,77.5946,0.13867798972035666,0,0,44.67,16.63,08:30:00
Bangalore,2024-04-29,12.9716,77.5946,0.08643324708675598,0,0,43.48,13.9,08:30:00
Bangalore,2024-04-30,12.9716,77.5946,,1,2,42.48,11.54,08:30:00
Bangalore,2024-05-01,12.9716,77.5946,0.19642463170078922,0,1,45.12,11.5,08:30:00
Bangalore,2024-05-02,12.9716,77.5946,,1,2,42.61,13.44,08:30:00
Bangalore,2024-05-04,12.9716,77.5946,,1,2,42.5,15.12,08:30:00
Bangalore,2024-05-05,12.9716,77.5946,0.14904197129466884,0,1,42.52,12.73,08:30:00
Bangalore,2024-05-06,12.9716,77.5946,,1,2,43.36,16.32,08:30:00
Bangalore,2024-05-07,12.9716,77.5946,0.19442457284248968,0,0,43.37,13.1,08:30:00
Bangalore,2024-05-08,12.9716,77.5946,0.2169542294360318,0,0,41.26,13.85,08:30:00
Bangalore,2024-05-09,12.9716,77.5946,0.24565319610484979,0,0,40.95,15.67,08:30:00
Bangalore,2024-05-10,12.9716,77.5946,,1,2,40.29,12.85,08:30:00
Bangalore,2024-05-11,12.9716,77.5946,,1,2,41.12,16.9,08:30:00
Bangalore,2024-05-12,12.9716,77.5946,0.43069941999930256,0,0,42.3,10.57,08:30:00
Bangalore,2024-05-14,12.9716,77.5946,0.16420403814228468,0,0,41.5,15.22,08:30:00
Bangalore,2024-05-15,12.9716,77.5946,0.2745147518871447,0,0,42.71,13.51,08:30:00
Bangalore,2024-05-20,12.9716,77.5946,,1,2,41.32,13.95,08:30:00
Bangalore,2024-05-21,12.9716,77.5946,0.4621105943079931,0,1,42.79,18.0,08:30:00
Bangalore,2024-05-22,12.9716,77.5946,0.39419569176637637,0,0,38.63,14.12,08:30:00
Bangalore,2024-05-23,12.9716,77.5946,,1,2,41.95,14.4,08:30:00
Bangalore,2024-05-27,12.9716,77.5946,0.2156833148021357,0,1,39.17,15.72,08:30:00
Bangalore,2024-05-29,12.9716,77.5946,0.21025806419392612,0,0,40.39,16.27,08:30:00
Bangalore,2024-05-30,12.9716,77.5946,0.3593053634509942,0,1,39.1,16.01,08:30:00
Bangalore,2024-05-31,12.9716,77.5946,0.20077357967902973,0,0,38.54,18.77,08:30:00
Bangalore,2024-06-01,12.9716,77.5946,0.40467616284054025,0,0,40.4,13.89,08:30:00
Bangalore,2024-06-02,12.9716,77.5946,0.2168724899782044,0,0,38.31,18.46,08:30:00
Bangalore,2024-06-03,12.9716,77.5946,0.33519857704846295,0,0,37.56,13.72,08:30:00
Bangalore,2024-06-04,12.9716,77.5946,0.350781862656969,0,0,39.2,15.45,08:30:00
Bangalore,2024-06-08,12.9716,77.5946,0.29225536936103336,0,0,39.89,16.48,08:30:00
Bangalore,2024-06-10,12.9716,77.5946,,1,2,38.28,19.71,08:30:00
Bangalore,2024-06-11,12.9716,77.5946,0.4502535013868359,0,0,36.59,14.69,08:30:00
Bangalore,2024-06-13,12.9716,77.5946,0.24610248453522018,0,0,38.4,14.6,08:30:00
Bangalore,2024-06-14,12.9716,77.5946,0.1793841333027126,0,0,36.02,10.86,08:30:00
Bangalore,2024-06-15,12.9716,77.5946,0.24111039560241718,0,0,36.83,14.16,08:30:00
Bangalore,2024-06-17,12.9716,77.5946,,1,2,35.35,14.63,08:30:00
Bangalore,2024-06-18,12.9716,77.5946,0.25884836612710954,0,1,34.87,17.7,08:30:00
Bangalore,2024-06-19,12.9716,77.5946,0.2579654004247577,0,0,34.89,16.29,08:30:00
Bangalore,2024-06-20,12.9716,77.5946,0.21383594107373496,0,0,35.45,13.31,08:30:00
Bangalore,2024-06-21,12.9716,77.5946,0.22036928714923434,0,0,35.21,15.39,08:30:00
Bangalore,2024-06-22,12.9716,77.5946,,1,2,33.92,14.36,08:30:00
Bangalore,2024-06-23,12.9716,77.5946,0.2819047400015711,0,0,35.97,9.82,08:30:00
Bangalore,2024-06-25,12.9716,77.5946,0.3341256838459029,0,1,34.05,11.48,08:30:00
Bangalore,2024-06-28,12.9716,77.5946,0.20569516724274986,0,0,35.05,18.18,08:30:00
Bangalore,2024-07-03,12.9716,77.5946,,1,2,32.68,15.25,08:30:00
Bangalore,2024-07-05,12.9716,77.5946,,1,2,32.28,16.78,08:30:00
Bangalore,2024-07-10,12.9716,77.5946,0.281726994822646,0,1,32.81,14.1,08:30:00
Bangalore,2024-07-11,12.9716,77.5946,0.38787370967926826,0,0,33.46,14.23,08:30:00
Bangalore,2024-07-12,12.9716,77.5946,0.3492977148132208,0,1,31.3,13.69,08:30:00
Bangalore,2024-07-13,12.9716,77.5946,,1,2,33.55,10.62,08:30:00
Bangalore,2024-07-24,12.9716,77.5946,0.22486215333255433,0,0,30.5,10.62,08:30:00
Bangalore,2024-07-29,12.9716,77.5946,0.28872351837749705,0,0,32.56,14.92,08:30:00
Bangalore,2024-07-30,12.9716,77.5946,,1,2,32.61,15.77,08:30:00
Bangalore,2024-07-31,12.9716,77.5946,0.3551492228103687,0,0,31.11,14.54,08:30:00
Bangalore,2024-08-01,12.9716,77.5946,,1,2,30.95,10.93,08:30:00
Bangalore,2024-08-02,12.9716,77.5946,0.34567417958088276,0,0,29.8,16.32,08:30:00
Bangalore,2024-08-03,12.9716,77.5946,0.36507175218265236,0,0,31.51,14.6,08:30:00
Bangalore,2024-08-04,12.9716,77.5946,0.24836711138461265,0,0,29.26,15.5,08:30:00
Bangalore,2024-08-05,12.9716,77.5946,0.29940462229581366,0,0,29.85,18.35,08:30:00
Bangalore,2024-08-06,12.9716,77.5946,,1,2,27.98,21.58,08:30:00
Bangalore,2024-08-09,12.9716,77.5946,0.48337001233309473,0,0,28.78,13.56,08:30:00
Bangalore,2024-08-10,12.9716,77.5946,0.5321084456443442,0,0,29.41,13.24,08:30:00
Bangalore,2024-08-11,12.9716,77.5946,0.3892838676002334,0,0,29.69,16.77,08:30:00
Bangalore,2024-08-12,12.9716,77.5946,0.33705412583044086,0,0,28.2,11.07,08:30:00
Bangalore,2024-08-13,12.9716,77.5946,0.6605803248138562,0,0,26.99,14.81,08:30:00
Bangalore,2024-08-14,12.9716,77.5946,,1,2,27.96,15.3,08:30:00
Bangalore,2024-08-15,12.9716,77.5946,0.5406265306048722,0,0,27.17,13.87,08:30:00
Bangalore,2024-08-16,12.9716,77.5946,0.6819393345598955,0,0,27.02,15.33,08:30:00
Bangalore,2024-08-17,12.9716,77.5946,0.5050796150096255,0,1,25.65,17.82,08:30:00
Bangalore,2024-08-19,12.9716,77.5946,0.4908596192246177,0,0,24.11,16.25,08:30:00
Bangalore,2024-08-21,12.9716,77.5946,0.26606045982358534,0,0,26.45,16.03,08:30:00
Bangalore,2024-08-22,12.9716,77.5946,0.14116663511040162,0,0,25.7,15.71,08:30:00
Bangalore,2024-08-23,12.9716,77.5946,,1,2,25.07,15.21,08:30:00
Bangalore,2024-08-24,12.9716,77.5946,0.29681956751508815,0,0,23.62,18.52,08:30:00
Bangalore,2024-08-25,12.9716,77.5946,0.3088867692113272,0,1,23.43,13.89,08:30:00
Bangalore,2024-08-26,12.9716,77.5946,0.2610705807977552,0,0,23.03,14.3,08:30:00
Bangalore,2024-09-01,12.9716,77.5946,,1,2,22.19,10.17,08:30:00
Bangalore,2024-09-02,12.9716,77.5946,0.3132634081297793,0,0,22.6,12.94,08:30:00
Bangalore,2024-09-03,12.9716,77.5946,,1,2,21.76,15.42,08:30:00
Bangalore,2024-09-04,12.9716,77.5946,0.28333697990403034,0,0,21.45,13.67,08:30:00
Bangalore,2024-09-05,12.9716,77.5946,0.254378340315054,0,0,21.19,18.55,08:30:00
Bangalore,2024-09-09,12.9716,77.5946,0.2540215178962432,0,0,20.85,16.58,08:30:00
Bangalore,2024-09-10,12.9716,77.5946,0.2326595907618309,0,0,19.55,13.47,08:30:00
Bangalore,2024-09-11,12.9716,77.5946,0.20097325537195074,0,1,21.02,15.84,08:30:00
Bangalore,2024-09-12,12.9716,77.5946,,1,2,22.4,10.63,08:30:00
Bangalore,2024-09-13,12.9716,77.5946,,1,2,20.03,19.49,08:30:00
Bangalore,2024-09-14,12.9716,77.5946,0.2164263905696637,0,0,19.95,21.32,08:30:00
Bangalore,2024-09-15,12.9716,77.5946,0.23570007170199445,0,0,20.08,19.62,08:30:00
Bangalore,2024-09-16,12.9716,77.5946,0.22311790535622325,0,0,18.71,17.05,08:30:00
Bangalore,2024-09-17,12.9716,77.5946,0.22588491314597844,0,0,20.12,16.62,08:30:00
Bangalore,2024-09-18,12.9716,77.5946,0.18363369730856738,0,0,18.56,15.92,08:30:00
Bangalore,2024-09-19,12.9716,77.5946,0.2833551727725449,0,0,18.28,15.12,08:30:00
Bangalore,2024-09-20,12.9716,77.5946,0.2069764741604373,0,0,18.51,14.23,08:30:00
Bangalore,2024-09-21,12.9716,77.5946,0.23823423194644708,0,0,17.35,15.7,08:30:00
Bangalore,2024-09-22,12.9716,77.5946,,1,2,17.31,15.44,08:30:00
Bangalore,2024-09-23,12.9716,77.5946,,1,2,17.89,12.43,08:30:00
Bangalore,2024-09-26,12.9716,77.5946,0.22923670484090083,0,0,15.8,13.6,08:30:00
Bangalore,2024-09-27,12.9716,77.5946,0.2877414959363195,0,0,17.76,14.84,08:30:00
Bangalore,2024-09-30,12.9716,77.5946,,1,2,17.76,11.93,08:30:00
Bangalore,2024-10-01,12.9716,77.5946,0.3695195715238044,0,0,16.7,18.28,08:30:00
Bangalore,2024-10-02,12.9716,77.5946,0.38719996081633595,0,0,14.13,11.93,08:30:00
Bangalore,2024-10-03,12.9716,77.5946,,1,2,14.93,15.61,08:30:00
Bangalore,2024-10-05,12.9716,77.5946,,1,2,15.03,15.19,08:30:00
Bangalore,2024-10-06,12.9716,77.5946,0.4093172838247779,0,1,14.89,14.93,08:30:00
Bangalore,2024-10-07,12.9716,77.5946,0.43128900694599415,0,0,13.87,16.15,08:30:00
Bangalore,2024-10-09,12.9716,77.5946,0.4878973151811652,0,0,15.06,16.23,08:30:00
Bangalore,2024-10-10,12.9716,77.5946,,1,2,13.47,13.31,08:30:00
Bangalore,2024-10-11,12.9716,77.5946,,1,2,12.5,14.96,08:30:00
Bangalore,2024-10-12,12.9716,77.5946,0.3693294844538679,0,0,13.53,14.31,08:30:00
Bangalore,2024-10-13,12.9716,77.5946,,1,2,12.24,8.94,08:30:00
Bangalore,2024-10-17,12.9716,77.5946,0.25170692659903665,0,1,13.19,12.58,08:30:00
Bangalore,2024-10-18,12.9716,77.5946,,1,2,14.56,14.94,08:30:00
Bangalore,2024-10-19,12.9716,77.5946,,1,2,13.68,15.52,08:30:00
Bangalore,2024-10-20,12.9716,77.5946,,1,2,11.37,14.78,08:30:00
Bangalore,2024-10-21,12.9716,77.5946,,1,2,10.65,19.49,08:30:00
Bangalore,2024-10-22,12.9716,77.5946,0.5985050933080475,0,0,12.53,17.31,08:30:00
Bangalore,2024-10-23,12.9716,77.5946,0.5454025515837148,0,1,10.24,17.24,08:30:00
Bangalore,2024-10-24,12.9716,77.5946,0.6307390251993896,0,0,11.96,15.49,08:30:00
Bangalore,2024-10-25,12.9716,77.5946,0.49164156640274836,0,0,9.72,13.37,08:30:00
Bangalore,2024-10-26,12.9716,77.5946,0.5871200034733988,0,0,10.7,13.57,08:30:00
Bangalore,2024-10-28,12.9716,77.5946,0.5749430210064095,0,0,12.09,15.1,08:30:00
Bangalore,2024-10-29,12.9716,77.5946,,1,2,9.22,15.53,08:30:00
Bangalore,2024-10-30,12.9716,77.5946,0.8128247097125554,0,0,9.39,10.34,08:30:00
Bangalore,2024-11-01,12.9716,77.5946,1.0755039856838033,0,1,7.73,20.0,08:30:00
Bangalore,2024-11-02,12.9716,77.5946,0.9684231942204271,0,1,10.86,10.92,08:30:00
Bangalore,2024-11-03,12.9716,77.5946,0.44354219794764016,0,1,9.4,11.87,08:30:00
Bangalore,2024-11-04,12.9716,77.5946,,1,2,9.45,16.24,08:30:00
Bangalore,2024-11-05,12.9716,77.5946,,1,2,8.8,14.27,08:30:00
Bangalore,2024-11-06,12.9716,77.5946,0.33563287454314283,0,0,8.23,9.41,08:30:00
Bangalore,2024-11-08,12.9716,77.5946,0.27271862144844006,0,0,8.47,14.78,08:30:00
Bangalore,2024-11-09,12.9716,77.5946,0.2388451293956384,0,0,6.67,11.11,08:30:00
Bangalore,2024-11-10,12.9716,77.5946,,1,2,7.81,11.79,08:30:00
Bangalore,2024-11-11,12.9716,77.5946,0.32391945178032666,0,0,7.07,18.75,08:30:00
Bangalore,2024-11-15,12.9716,77.5946,,1,2,8.25,18.06,08:30:00
Bangalore,2024-11-16,12.9716,77.5946,0.3816984981898311,0,0,7.15,14.24,08:30:00
Bangalore,2024-11-18,12.9716,77.5946,,1,2,7.01,14.91,08:30:00
Bangalore,2024-11-19,12.9716,77.5946,,1,2,6.98,14.67,08:30:00
Bangalore,2024-11-20,12.9716,77.5946,0.36564953269664924,0,0,6.2,15.02,08:30:00
Bangalore,2024-11-21,12.9716,77.5946,0.4452836457784269,0,0,7.1,9.75,08:30:00
Bangalore,2024-11-22,12.9716,77.5946,0.4575165902473975,0,0,5.58,16.61,08:30:00
Bangalore,2024-11-23,12.9716,77.5946,0.40228543027398794,0,1,5.73,16.37,08:30:00
Bangalore,2024-11-24,12.9716,77.5946,0.4010579432230376,0,1,6.23,20.01,08:30:00
Bangalore,2024-11-25,12.9716,77.5946,0.3501791283353752,0,0,6.45,15.49,08:30:00
Bangalore,2024-11-29,12.9716,77.5946,0.27701172235046045,0,0,4.94,19.08,08:30:00
Bangalore,2024-12-02,12.9716,77.5946,0.5992019562385327,0,1,6.22,17.51,08:30:00
Bangalore,2024-12-05,12.9716,77.5946,0.397493670492363,0,0,6.39,15.89,08:30:00
Bangalore,2024-12-06,12.9716,77.5946,0.29803961467820733,0,0,4.8,16.8,08:30:00
Bangalore,2024-12-07,12.9716,77.5946,0.4973453386728457,0,0,5.76,12.43,08:30:00
Bangalore,2024-12-08,12.9716,77.5946,0.24700544610643432,0,0,3.91,11.12,08:30:00
Bangalore,2024-12-09,12.9716,77.5946,0.30684460952560183,0,0,5.65,13.25,08:30:00
Bangalore,2024-12-10,12.9716,77.5946,0.4354860764375217,0,0,6.94,15.15,08:30:00
Bangalore,2024-12-11,12.9716,77.5946,0.469900638393492,0,0,4.18,11.17,08:30:00
Bangalore,2024-12-14,12.9716,77.5946,0.5236825864919129,0,0,3.46,16.7,08:30:00
Bangalore,2024-12-15,12.9716,77.5946,0.5649987296315628,0,1,4.97,15.98,08:30:00
Bangalore,2024-12-16,12.9716,77.5946,,1,2,5.73,10.77,08:30:00
Bangalore,2024-12-17,12.9716,77.5946,,1,2,6.11,13.46,08:30:00
Bangalore,2024-12-19,12.9716,77.5946,0.2935678760998813,0,0,5.49,13.49,08:30:00
Bangalore,2024-12-21,12.9716,77.5946,,1,2,5.62,12.58,08:30:00
Bangalore,2024-12-22,12.9716,77.5946,0.45814096408101795,0,0,3.71,11.02,08:30:00
Bangalore,2024-12-23,12.9716,77.5946,0.4260330799852447,0,0,5.25,18.41,08:30:00
Bangalore,2024-12-26,12.9716,77.5946,0.5044481015042319,0,0,4.58,15.12,08:30:00
Bangalore,2024-12-27,12.9716,77.5946,,1,2,5.5,11.76,08:30:00
Bangalore,2024-12-28,12.9716,77.5946,0.2952828146565405,0,0,4.7,16.87,08:30:00
Bangalore,2024-12-29,12.9716,77.5946,,1,2,4.71,18.12,08:30:00
Chennai,2024-01-01,13.0827,80.2707,0.4946853265975119,0,0,5.29,12.03,08:30:00
Chennai,2024-01-02,13.0827,80.2707,0.3657235591017605,0,1,4.85,14.68,08:30:00
Chennai,2024-01-03,13.0827,80.2707,0.39144889341677386,0,0,4.91,13.61,08:30:00
Chennai,2024-01-04,13.0827,80.2707,0.33280591598069703,0,0,4.28,19.1,08:30:00
Chennai,2024-01-05,13.0827,80.2707,0.380794324923096,0,1,4.56,16.42,08:30:00
Chennai,2024-01-07,13.0827,80.2707,,1,2,4.05,13.22,08:30:00
Chennai,2024-01-09,13.0827,80.2707,0.28729925336471873,0,0,5.0,13.45,08:30:00
Chennai,2024-01-10,13.0827,80.2707,0.3920335583573904,0,1,5.72,20.29,08:30:00
Chennai,2024-01-11,13.0827,80.2707,0.3959171858866213,0,1,4.08,16.74,08:30:00
Chennai,2024-01-12,13.0827,80.2707,0.6666338459235998,0,0,5.47,13.3,08:30:00
Chennai,2024-01-13,13.0827,80.2707,0.9415248250097665,0,0,6.07,18.96,08:30:00
Chennai,2024-01-14,13.0827,80.2707,1.646162027842766,0,0,4.98,11.48,08:30:00
Chennai,2024-01-15,13.0827,80.2707,0.8935646852582392,0,0,6.38,13.13,08:30:00
Chennai,2024-01-16,13.0827,80.2707,0.47236450913335043,0,0,6.19,16.46,08:30:00
Chennai,2024-01-17,13.0827,80.2707,0.3518409331524618,0,0,4.89,15.22,08:30:00
