city,state,zone,latitude,longitude,date,CPCB_PM25,CPCB_PM10,CPCB_NO2_surface,CPCB_SO2,CPCB_CO_surface,CPCB_O3,CPCB_AQI
Delhi,Delhi,North,28.6139,77.209,2024-05-08,14.2,24.17,40.75,29.12,1.666,43.33,24
Delhi,Delhi,North,28.6139,77.209,2024-05-09,5.0,9.17,59.75,23.33,1.673,44.59,8
Delhi,Delhi,North,28.6139,77.209,2024-05-10,13.17,24.32,56.04,13.96,2.227,34.07,22
Delhi,Delhi,North,28.6139,77.209,2024-05-11,24.67,38.31,54.47,31.26,1.743,55.72,41
Delhi,Delhi,North,28.6139,77.209,2024-05-12,30.91,63.65,49.19,16.97,2.21,19.96,52
Delhi,Delhi,North,28.6139,77.209,2024-05-13,36.72,57.43,54.07,25.51,1.984,24.24,62
Delhi,Delhi,North,28.6139,77.209,2024-05-14,24.54,50.67,60.92,28.84,2.249,33.05,41
Delhi,Delhi,North,28.6139,77.209,2024-05-15,27.64,50.92,59.11,23.45,2.012,24.82,46
Delhi,Delhi,North,28.6139,77.209,2024-05-16,5.0,10.74,65.35,28.05,1.907,32.94,8
Delhi,Delhi,North,28.6139,77.209,2024-05-17,30.09,62.59,55.78,20.1,1.8,34.5,51
Delhi,Delhi,North,28.6139,77.209,2024-05-18,19.47,33.84,50.03,21.1,1.971,41.72,32
Delhi,Delhi,North,28.6139,77.209,2024-05-19,5.0,10.27,65.14,14.98,2.011,46.49,8
Delhi,Delhi,North,28.6139,77.209,2024-05-20,16.13,34.79,65.47,28.53,1.726,32.49,27
Delhi,Delhi,North,28.6139,77.209,2024-05-21,5.0,9.7,50.36,29.68,2.405,32.36,8
Delhi,Delhi,North,28.6139,77.209,2024-05-22,7.41,12.96,52.0,17.38,1.615,18.25,12
Delhi,Delhi,North,28.6139,77.209,2024-05-23,5.0,9.88,64.66,21.34,1.916,44.34,8
Delhi,Delhi,North,28.6139,77.209,2024-05-24,5.0,10.97,58.64,28.24,2.417,21.89,8
Delhi,Delhi,North,28.6139,77.209,2024-05-25,13.19,21.41,48.59,19.63,1.739,49.48,22
Delhi,Delhi,North,28.6139,77.209,2024-05-26,32.88,65.33,49.11,24.13,1.818,30.54,56
Delhi,Delhi,North,28.6139,77.209,2024-05-27,5.0,9.38,70.29,31.39,1.747,33.71,8
Delhi,Delhi,North,28.6139,77.209,2024-05-28,14.89,29.17,58.16,18.16,1.962,20.11,25
Delhi,Delhi,North,28.6139,77.209,2024-05-29,5.0,8.41,54.49,31.38,1.775,39.83,8
Delhi,Delhi,North,28.6139,77.209,2024-05-30,9.47,17.39,66.7,28.44,2.034,50.83,16
Delhi,Delhi,North,28.6139,77.209,2024-05-31,5.0,9.48,60.66,20.61,2.108,48.68,8
Delhi,Delhi,North,28.6139,77.209,2024-06-01,21.21,42.17,59.89,27.45,2.39,31.1,35
Delhi,Delhi,North,28.6139,77.209,2024-06-02,15.73,33.3,53.15,23.14,2.293,29.42,26
Delhi,Delhi,North,28.6139,77.209,2024-06-03,13.7,28.52,50.89,21.28,1.932,45.77,23
Delhi,Delhi,North,28.6139,77.209,2024-06-04,5.0,10.93,41.22,26.14,2.124,59.22,8
Delhi,Delhi,North,28.6139,77.209,2024-06-05,5.0,10.16,57.01,25.1,1.945,49.68,8
Delhi,Delhi,North,28.6139,77.209,2024-06-06,5.0,10.76,50.35,23.38,2.253,27.33,8
Delhi,Delhi,North,28.6139,77.209,2024-06-07,8.92,15.54,47.82,20.01,1.969,41.26,15
Delhi,Delhi,North,28.6139,77.209,2024-06-08,5.0,7.59,70.47,22.08,1.764,56.4,8
Delhi,Delhi,North,28.6139,77.209,2024-06-09,5.0,8.07,32.83,25.65,2.227,48.81,8
Delhi,Delhi,North,28.6139,77.209,2024-06-10,25.86,43.74,61.32,21.91,2.485,26.89,43
Delhi,Delhi,North,28.6139,77.209,2024-06-11,5.0,10.94,47.9,26.9,1.869,30.48,8
Delhi,Delhi,North,28.6139,77.209,2024-06-12,5.0,7.61,42.3,29.63,1.906,48.76,8
Delhi,Delhi,North,28.6139,77.209,2024-06-13,10.8,22.03,59.39,24.71,2.113,28.15,18
Delhi,Delhi,North,28.6139,77.209,2024-06-14,10.37,15.78,56.78,25.95,1.904,51.99,17
Delhi,Delhi,North,28.6139,77.209,2024-06-15,5.0,8.2,72.83,18.71,1.926,21.68,8
Delhi,Delhi,North,28.6139,77.209,2024-06-16,13.76,28.33,50.36,12.96,1.795,13.35,23
Delhi,Delhi,North,28.6139,77.209,2024-06-17,5.0,9.93,62.42,24.27,2.074,37.35,8
Delhi,Delhi,North,28.6139,77.209,2024-06-18,5.0,7.87,54.78,16.62,2.382,46.36,8
Delhi,Delhi,North,28.6139,77.209,2024-06-19,5.0,8.64,55.09,18.03,1.942,34.9,8
Delhi,Delhi,North,28.6139,77.209,2024-06-20,5.0,7.78,44.8,21.0,2.47,44.0,8
Delhi,Delhi,North,28.6139,77.209,2024-06-21,5.0,8.09,60.54,23.79,1.691,55.71,8
Delhi,Delhi,North,28.6139,77.209,2024-06-22,10.48,22.11,63.77,25.59,2.246,32.24,17
Delhi,Delhi,North,28.6139,77.209,2024-06-23,24.91,45.26,56.79,24.42,2.585,33.9,42
Delhi,Delhi,North,28.6139,77.209,2024-06-24,8.28,12.77,48.3,19.99,1.835,41.83,14
Delhi,Delhi,North,28.6139,77.209,2024-06-25,13.14,25.76,49.08,37.23,1.902,28.26,22
Delhi,Delhi,North,28.6139,77.209,2024-06-26,16.7,36.69,55.2,23.01,2.115,27.36,28
Delhi,Delhi,North,28.6139,77.209,2024-06-27,5.0,10.54,38.13,27.07,2.193,18.95,8
Delhi,Delhi,North,28.6139,77.209,2024-06-28,5.0,8.8,57.06,27.64,2.436,33.0,8
Delhi,Delhi,North,28.6139,77.209,2024-06-29,22.0,46.87,54.43,14.24,1.759,45.6,37
Delhi,Delhi,North,28.6139,77.209,2024-06-30,8.69,14.32,69.58,29.31,1.743,41.55,14
Delhi,Delhi,North,28.6139,77.209,2024-07-01,13.61,22.13,57.43,24.03,1.843,21.09,23
Delhi,Delhi,North,28.6139,77.209,2024-07-02,5.67,11.96,62.54,8.17,2.275,20.19,9
Delhi,Delhi,North,28.6139,77.209,2024-07-03,5.0,10.89,43.62,26.45,1.557,48.67,8
Delhi,Delhi,North,28.6139,77.209,2024-07-04,5.0,7.96,54.35,24.79,1.954,24.76,8
Delhi,Delhi,North,28.6139,77.209,2024-07-05,22.15,39.91,49.88,25.65,1.513,29.21,37
Delhi,Delhi,North,28.6139,77.209,2024-07-06,15.32,24.77,51.6,32.79,2.045,41.89,26
Delhi,Delhi,North,28.6139,77.209,2024-07-07,23.28,38.28,57.21,20.77,1.765,38.07,39
Delhi,Delhi,North,28.6139,77.209,2024-07-08,5.0,10.78,62.14,22.01,1.954,17.61,8
Delhi,Delhi,North,28.6139,77.209,2024-07-09,22.27,40.5,58.28,11.9,2.812,28.88,37
Delhi,Delhi,North,28.6139,77.209,2024-07-10,14.95,22.75,65.9,17.21,2.115,27.06,25
Delhi,Delhi,North,28.6139,77.209,2024-07-11,5.0,10.54,73.96,25.15,1.656,37.28,8
Delhi,Delhi,North,28.6139,77.209,2024-07-12,39.77,76.85,56.83,27.66,2.262,49.46,67
Delhi,Delhi,North,28.6139,77.209,2024-07-13,19.73,35.04,43.39,18.55,2.02,47.64,33
Delhi,Delhi,North,28.6139,77.209,2024-07-14,6.82,13.96,70.96,24.68,1.857,47.23,11
Delhi,Delhi,North,28.6139,77.209,2024-07-15,28.92,59.73,42.54,26.02,2.121,50.49,48
Delhi,Delhi,North,28.6139,77.209,2024-07-16,7.65,12.11,53.09,22.49,1.602,23.19,13
Delhi,Delhi,North,28.6139,77.209,2024-07-17,36.0,63.78,46.35,14.65,1.84,24.66,61
Delhi,Delhi,North,28.6139,77.209,2024-07-18,5.0,7.76,71.24,27.46,1.724,60.12,8
Delhi,Delhi,North,28.6139,77.209,2024-07-19,27.88,51.94,51.57,20.14,1.925,26.02,46
Delhi,Delhi,North,28.6139,77.209,2024-07-20,5.0,8.9,65.04,34.61,2.346,43.23,8
Delhi,Delhi,North,28.6139,77.209,2024-07-21,23.22,50.35,63.35,21.15,2.048,35.7,39
Delhi,Delhi,North,28.6139,77.209,2024-07-22,23.19,36.43,37.89,21.92,1.634,26.55,39
Delhi,Delhi,North,28.6139,77.209,2024-07-23,18.21,31.28,68.74,29.98,2.163,31.56,30
Delhi,Delhi,North,28.6139,77.209,2024-07-24,5.0,7.93,60.32,17.57,1.962,24.25,8
Delhi,Delhi,North,28.6139,77.209,2024-07-25,7.77,14.74,58.02,29.4,1.908,31.8,13
Delhi,Delhi,North,28.6139,77.209,2024-07-26,18.41,35.78,56.04,25.13,1.945,38.0,31
Delhi,Delhi,North,28.6139,77.209,2024-07-27,7.61,14.67,48.19,28.16,1.84,34.84,13
Delhi,Delhi,North,28.6139,77.209,2024-07-28,30.11,50.16,47.63,26.88,1.842,50.07,51
Delhi,Delhi,North,28.6139,77.209,2024-07-29,9.45,18.31,57.61,33.52,1.559,42.83,16
Delhi,Delhi,North,28.6139,77.209,2024-07-30,9.27,19.49,52.97,21.76,1.944,36.12,15
Delhi,Delhi,North,28.6139,77.209,2024-07-31,35.49,59.01,76.92,29.71,1.425,40.73,60
Delhi,Delhi,North,28.6139,77.209,2024-08-01,21.77,34.73,46.78,30.6,2.434,32.05,36
Delhi,Delhi,North,28.6139,77.209,2024-08-02,31.11,52.64,71.1,16.91,1.717,31.73,53
Delhi,Delhi,North,28.6139,77.209,2024-08-03,20.41,38.03,57.16,14.63,2.03,45.93,34
Delhi,Delhi,North,28.6139,77.209,2024-08-04,5.0,8.67,58.56,25.88,2.515,34.99,8
Delhi,Delhi,North,28.6139,77.209,2024-08-05,50.91,78.5,60.4,22.79,2.092,28.38,85
Delhi,Delhi,North,28.6139,77.209,2024-08-06,28.38,44.49,40.68,30.33,1.839,50.73,47
Delhi,Delhi,North,28.6139,77.209,2024-08-07,8.47,17.43,43.9,20.83,2.295,39.01,14
Delhi,Delhi,North,28.6139,77.209,2024-08-08,62.35,97.41,58.75,19.77,2.039,42.63,109
Delhi,Delhi,North,28.6139,77.209,2024-08-09,37.17,74.2,46.96,15.75,1.38,42.67,63
Delhi,Delhi,North,28.6139,77.209,2024-08-10,12.78,24.54,33.29,26.59,1.94,40.1,21
Delhi,Delhi,North,28.6139,77.209,2024-08-11,30.21,63.32,55.64,21.91,2.206,34.69,51
Delhi,Delhi,North,28.6139,77.209,2024-08-12,35.16,72.19,58.04,19.87,1.86,25.71,59
Delhi,Delhi,North,28.6139,77.209,2024-08-13,26.79,53.21,55.1,22.36,2.256,42.34,45
Delhi,Delhi,North,28.6139,77.209,2024-08-14,32.65,62.83,63.0,19.16,2.09,12.33,55
Delhi,Delhi,North,28.6139,77.209,2024-08-15,34.94,55.99,48.72,21.47,1.948,42.89,59
Delhi,Delhi,North,28.6139,77.209,2024-08-16,33.89,58.23,59.68,7.97,2.019,40.42,57
Delhi,Delhi,North,28.6139,77.209,2024-08-17,24.02,39.67,70.13,28.5,1.867,52.5,40
Delhi,Delhi,North,28.6139,77.209,2024-08-18,39.14,85.66,51.45,19.59,1.807,33.92,66
Delhi,Delhi,North,28.6139,77.209,2024-08-19,27.31,42.9,50.94,23.26,1.979,37.62,46
Delhi,Delhi,North,28.6139,77.209,2024-08-20,45.48,77.96,66.72,24.91,2.617,27.15,76
Delhi,Delhi,North,28.6139,77.209,2024-08-21,36.81,78.06,41.15,21.29,1.58,19.57,62
Delhi,Delhi,North,28.6139,77.209,2024-08-22,49.09,100.08,62.41,22.26,1.878,33.68,82
Delhi,Delhi,North,28.6139,77.209,2024-08-23,41.78,70.28,49.36,24.37,1.487,39.42,70
Delhi,Delhi,North,28.6139,77.209,2024-08-24,42.83,67.54,60.61,12.61,2.549,25.66,72
Delhi,Delhi,North,28.6139,77.209,2024-08-25,43.52,75.17,53.09,30.97,1.519,21.46,73
Delhi,Delhi,North,28.6139,77.209,2024-08-26,67.26,142.88,52.73,28.12,1.594,21.6,125
Delhi,Delhi,North,28.6139,77.209,2024-08-27,40.16,83.88,76.39,19.38,2.153,40.58,68
Delhi,Delhi,North,28.6139,77.209,2024-08-28,66.87,103.43,70.43,16.45,1.95,38.48,124
Delhi,Delhi,North,28.6139,77.209,2024-08-29,74.27,146.77,51.17,23.33,1.527,27.87,148
Delhi,Delhi,North,28.6139,77.209,2024-08-30,67.54,132.58,48.25,20.15,1.8,40.42,126
Delhi,Delhi,North,28.6139,77.209,2024-08-31,40.02,81.45,64.78,18.63,1.504,52.6,67
Delhi,Delhi,North,28.6139,77.209,2024-09-01,46.91,90.57,52.31,25.62,2.298,31.76,79
Delhi,Delhi,North,28.6139,77.209,2024-09-02,53.45,116.42,48.38,27.05,1.948,40.28,89
Delhi,Delhi,North,28.6139,77.209,2024-09-03,76.93,159.1,59.9,18.14,2.038,43.16,157
Delhi,Delhi,North,28.6139,77.209,2024-09-04,51.97,86.13,44.37,12.58,2.548,26.56,87
Delhi,Delhi,North,28.6139,77.209,2024-09-05,52.95,112.29,52.05,15.71,2.205,40.63,88
Delhi,Delhi,North,28.6139,77.209,2024-09-06,61.4,128.47,53.15,23.82,1.856,53.66,106
Delhi,Delhi,North,28.6139,77.209,2024-09-07,65.92,134.7,62.17,17.22,2.082,40.85,121
Delhi,Delhi,North,28.6139,77.209,2024-09-08,60.16,129.71,58.82,19.15,1.772,43.45,102
Delhi,Delhi,North,28.6139,77.209,2024-09-09,79.43,159.89,55.03,33.91,2.253,18.6,165
Delhi,Delhi,North,28.6139,77.209,2024-09-10,63.19,119.78,62.35,24.32,2.318,44.32,112
Delhi,Delhi,North,28.6139,77.209,2024-09-11,61.1,92.05,42.58,26.55,1.653,50.47,105
Delhi,Delhi,North,28.6139,77.209,2024-09-12,58.0,95.28,71.52,24.38,1.572,42.04,97
